"ETA ID","VESSEL ID","PLACE ID","ETA","TERMINAL","VOYAGE","ETA SOURCE","RECORD CREATED","RECORD LAST UPDATED"
282794120,5271,4244,"22/02/2018 23:00","","","AIS","22/02/2018 09:11:01","22/02/2018 09:11:02"
282712263,6620,2688,"20/02/2018 23:30","","","AIS","20/02/2018 19:07:01","20/02/2018 19:07:01"
282757997,6620,2031,"25/02/2018 10:00","","","AIS","21/02/2018 21:05:01","21/02/2018 21:05:02"
282677670,10263,798,"20/02/2018 00:30","","","AIS","20/02/2018 01:04:03","20/02/2018 01:04:03"
282738868,11257,2779,"21/02/2018 06:00","","","AIS","21/02/2018 01:09:00","21/02/2018 01:09:03"
282678663,16121,7540,"20/02/2018 07:00","","","AIS","20/02/2018 03:04:00","20/02/2018 03:04:01"
282757144,16121,4400,"21/02/2018 22:00","","","AIS","21/02/2018 19:04:04","21/02/2018 19:04:04"
282798538,16121,7880,"22/02/2018 15:30","","","AIS","22/02/2018 13:05:00","22/02/2018 13:05:02"
282706464,17060,843,"21/02/2018 05:00","","","AIS","20/02/2018 11:05:03","20/02/2018 11:05:04"
282796857,17060,4538,"21/02/2018 21:00","","","LAN","22/02/2018 10:11:00","22/02/2018 10:11:01"
282799682,17060,576,"22/02/2018 15:30","","","LAN","22/02/2018 14:21:01","22/02/2018 14:21:02"
282800777,17060,576,"22/02/2018 22:00","","","AIS","22/02/2018 15:04:01","22/02/2018 15:04:02"
282665054,17362,2688,"19/02/2018 19:30","","","AIS","19/02/2018 15:04:01","19/02/2018 15:04:01"
282742786,17362,2031,"26/02/2018 12:30","","","AIS","21/02/2018 07:08:04","21/02/2018 07:08:05"
282711778,23176,5142,"21/02/2018 05:30","","","AIS","20/02/2018 18:05:02","20/02/2018 18:05:03"
282801208,23176,4289,"22/02/2018 17:30","","","AIS","22/02/2018 16:06:00","22/02/2018 16:06:01"
282737561,23200,5708,"27/02/2018 04:00","","","AIS","21/02/2018 00:05:00","21/02/2018 00:05:00"
282751313,24071,2760,"21/02/2018 19:00","","","AIS","21/02/2018 11:06:04","21/02/2018 11:06:05"
282794223,24125,3428,"21/02/2018 08:30","","","AIS","22/02/2018 09:11:01","22/02/2018 09:11:03"
282714186,24465,4175,"21/02/2018 07:00","","","AIS","20/02/2018 21:05:02","20/02/2018 21:05:03"
282794163,30235,5485,"21/02/2018 00:01","","","AIS","22/02/2018 09:11:01","22/02/2018 09:11:03"
282766731,30447,4065,"22/02/2018 08:00","","","LAN","21/02/2018 23:45:01","21/02/2018 23:45:03"
282682736,30447,4065,"22/02/2018 12:00","","","AIS","20/02/2018 07:05:01","20/02/2018 07:05:03"
282710254,30456,2581,"27/02/2018 13:00","","","AIS","20/02/2018 16:02:00","20/02/2018 16:02:01"
282678610,32067,3589,"20/02/2018 08:00","","","AIS","20/02/2018 03:04:00","20/02/2018 03:04:01"
282714478,32067,4702,"21/02/2018 15:00","","","AIS","20/02/2018 21:05:02","20/02/2018 21:05:03"
282692874,33042,5756,"20/02/2018 00:00","","","LAN","20/02/2018 10:01:04","20/02/2018 10:01:04"
282665472,33042,5756,"20/02/2018 05:00","","","AIS","19/02/2018 15:04:01","19/02/2018 15:04:01"
282742227,33042,2993,"21/02/2018 18:00","","","AIS","21/02/2018 06:10:01","21/02/2018 06:10:01"
282793492,33042,830,"22/02/2018 10:00","","","AIS","22/02/2018 08:09:02","22/02/2018 08:09:02"
282738972,35441,4352,"04/03/2018 19:00","","","AIS","21/02/2018 01:09:00","21/02/2018 01:09:04"
282749397,37063,2688,"26/02/2018 16:00","","","AIS","21/02/2018 09:09:02","21/02/2018 09:09:03"
282702973,41422,1080,"21/02/2018 06:15","","","LAN","20/02/2018 10:07:00","20/02/2018 10:07:01"
282797869,41422,2688,"02/03/2018 12:00","","","AIS","22/02/2018 12:03:00","22/02/2018 12:03:00"
282742541,45212,4912,"21/02/2018 07:30","","","AIS","21/02/2018 06:11:01","21/02/2018 06:11:01"
282754847,45212,4279,"22/02/2018 04:00","","","AIS","21/02/2018 16:05:03","21/02/2018 16:05:03"
282682738,46116,2031,"26/02/2018 06:00","","","AIS","20/02/2018 07:05:01","20/02/2018 07:05:03"
282797707,50516,4604,"24/02/2018 12:00","","","AIS","22/02/2018 11:04:02","22/02/2018 11:04:02"
282800508,50675,2041,"24/02/2018 20:00","","","AIS","22/02/2018 15:04:01","22/02/2018 15:04:02"
282751491,50751,4192,"21/02/2018 11:20","","","AIS","21/02/2018 11:06:04","21/02/2018 11:06:05"
282799069,51675,8332,"22/02/2018 19:00","","","AIS","22/02/2018 14:03:02","22/02/2018 14:03:03"
282683435,52345,1080,"20/02/2018 10:00","","","AIS","20/02/2018 08:05:01","20/02/2018 08:05:01"
282781098,52345,1080,"26/02/2018 05:01","","","LAN","21/02/2018 23:55:03","21/02/2018 23:55:03"
282782873,55671,6214,"25/02/2018 19:00","","","AIS","22/02/2018 01:05:04","22/02/2018 01:05:04"
282752120,55671,3378,"26/02/2018 18:00","","","AIS","21/02/2018 12:07:04","21/02/2018 12:07:05"
282706364,56714,689,"20/02/2018 16:00","","","AIS","20/02/2018 10:10:01","20/02/2018 10:10:01"
282780382,60552,5094,"01/06/2018 12:00","","","LAN","21/02/2018 23:54:03","21/02/2018 23:54:03"
282757216,61714,5554,"20/02/2018 14:00","","","AIS","21/02/2018 19:04:04","21/02/2018 19:04:04"
282715911,61714,6214,"10/03/2018 10:00","","","AIS","20/02/2018 23:05:00","20/02/2018 23:05:01"
282761619,63750,2762,"22/02/2018 00:00","","","LAN","21/02/2018 23:39:00","21/02/2018 23:39:02"
282798248,63750,3486,"23/02/2018 07:00","","","AIS","22/02/2018 12:03:00","22/02/2018 12:03:01"
282793532,65527,8577,"22/02/2018 08:00","","","AIS","22/02/2018 08:09:02","22/02/2018 08:09:02"
282794585,65527,3486,"04/03/2018 03:00","","","LAN","22/02/2018 09:40:03","22/02/2018 09:40:04"
282758340,67347,2688,"25/02/2018 06:00","","","AIS","21/02/2018 21:05:01","21/02/2018 21:05:03"
282683394,67606,4165,"20/02/2018 10:00","","","AIS","20/02/2018 08:05:01","20/02/2018 08:05:01"
282784646,67606,3839,"22/02/2018 08:00","","","AIS","22/02/2018 04:05:02","22/02/2018 04:05:02"
282711918,70747,2581,"22/02/2018 16:00","","","AIS","20/02/2018 18:05:02","20/02/2018 18:05:03"
282752089,71022,1590,"21/02/2018 11:30","","","AIS","21/02/2018 12:07:04","21/02/2018 12:07:05"
282799001,74447,1590,"21/02/2018 23:00","","","AIS","22/02/2018 14:03:02","22/02/2018 14:03:03"
282706983,75402,2003,"24/02/2018 22:00","","","AIS","20/02/2018 12:05:02","20/02/2018 12:05:02"
282794774,75402,2239,"24/02/2018 22:00","","","LAN","22/02/2018 09:40:03","22/02/2018 09:40:10"
282756561,101370,8842,"20/02/2018 17:18","","","AIS","21/02/2018 18:05:00","21/02/2018 18:05:01"
282671805,101715,7502,"20/02/2018 09:30","","","AIS","19/02/2018 21:04:00","19/02/2018 21:04:01"
282757300,101715,677,"22/02/2018 20:00","","","AIS","21/02/2018 19:05:04","21/02/2018 19:05:04"
282706468,102737,915,"20/02/2018 16:00","","","AIS","20/02/2018 11:05:03","20/02/2018 11:05:04"
282756609,104255,3434,"21/02/2018 20:45","","","AIS","21/02/2018 18:05:00","21/02/2018 18:05:01"
282677952,106410,4345,"21/02/2018 12:00","","","AIS","20/02/2018 01:04:03","20/02/2018 01:04:03"
282683355,107362,941,"24/02/2018 10:00","","","AIS","20/02/2018 08:05:01","20/02/2018 08:05:01"
282751303,107777,3326,"21/02/2018 14:30","","","AIS","21/02/2018 11:06:04","21/02/2018 11:06:05"
282741266,110000,3444,"23/02/2018 20:00","","","AIS","21/02/2018 05:04:01","21/02/2018 05:04:01"
282746556,110547,3164,"21/02/2018 10:00","","","LAN","21/02/2018 07:30:00","21/02/2018 07:30:01"
282798650,111214,1831,"22/02/2018 13:00","","","AIS","22/02/2018 13:05:00","22/02/2018 13:05:03"
282757365,111254,8721,"20/02/2018 17:00","","","AIS","21/02/2018 19:05:04","21/02/2018 19:05:04"
282783263,111540,2877,"22/02/2018 06:00","","","AIS","22/02/2018 02:15:01","22/02/2018 02:15:02"
282752098,111565,689,"21/02/2018 12:00","","","AIS","21/02/2018 12:07:04","21/02/2018 12:07:05"
282759455,112173,2309,"21/02/2018 08:30","","","AIS","21/02/2018 22:06:00","21/02/2018 22:06:01"
282793629,112173,3126,"22/02/2018 07:05","","","AIS","22/02/2018 08:09:02","22/02/2018 08:09:02"
282671429,112441,1891,"23/02/2018 15:00","","","AIS","19/02/2018 20:05:02","19/02/2018 20:05:02"
282675690,113046,5775,"20/02/2018 19:00","","","AIS","19/02/2018 23:04:01","19/02/2018 23:04:01"
282713610,113322,4912,"21/02/2018 13:00","","","AIS","20/02/2018 20:04:04","20/02/2018 20:04:04"
282683015,113404,2620,"20/02/2018 19:00","","","AIS","20/02/2018 07:05:01","20/02/2018 07:05:07"
282755093,113404,6138,"21/02/2018 21:00","","","AIS","21/02/2018 16:05:03","21/02/2018 16:05:04"
282749841,114167,4611,"22/02/2018 11:00","","","AIS","21/02/2018 09:09:02","21/02/2018 09:09:03"
282777498,114167,4611,"22/02/2018 11:00","","","LAN","21/02/2018 23:52:03","21/02/2018 23:52:03"
282710095,114265,7672,"20/02/2018 16:00","","","AIS","20/02/2018 15:12:04","20/02/2018 15:12:06"
282798169,114723,689,"22/02/2018 12:00","","","AIS","22/02/2018 12:03:00","22/02/2018 12:03:01"
282798304,115667,605,"22/02/2018 14:00","","","AIS","22/02/2018 13:05:00","22/02/2018 13:05:00"
282797446,116715,484,"22/02/2018 14:00","","","AIS","22/02/2018 11:04:02","22/02/2018 11:04:02"
282798827,116715,3126,"24/02/2018 22:00","","","AIS","22/02/2018 14:03:02","22/02/2018 14:03:03"
282754283,117107,2138,"22/02/2018 16:00","","","AIS","21/02/2018 15:07:04","21/02/2018 15:07:04"
282787339,117265,5241,"24/02/2018 22:00","","","AIS","22/02/2018 07:05:03","22/02/2018 07:05:03"
282742045,117441,3592,"21/02/2018 06:30","","","AIS","21/02/2018 06:10:01","21/02/2018 06:10:01"
282756711,117500,5092,"21/02/2018 23:30","","","AIS","21/02/2018 18:05:00","21/02/2018 18:05:01"
282679305,117525,2732,"21/02/2018 05:00","","","AIS","20/02/2018 04:03:04","20/02/2018 04:03:04"
282749132,117625,5393,"22/02/2018 16:00","","","AIS","21/02/2018 08:08:04","21/02/2018 08:08:04"
282710601,117710,4754,"22/02/2018 08:00","","","AIS","20/02/2018 17:06:00","20/02/2018 17:06:00"
282784466,120012,4569,"22/02/2018 15:00","","","AIS","22/02/2018 04:05:02","22/02/2018 04:05:02"
282677665,120367,5235,"23/02/2018 15:00","","","AIS","20/02/2018 01:04:03","20/02/2018 01:04:03"
282706527,122717,5839,"20/02/2018 18:30","","","AIS","20/02/2018 11:05:03","20/02/2018 11:05:04"
282756863,122717,1281,"21/02/2018 13:15","","","AIS","21/02/2018 18:06:01","21/02/2018 18:06:01"
282758216,122717,111,"23/02/2018 17:00","","","AIS","21/02/2018 21:05:01","21/02/2018 21:05:03"
282761992,123647,4604,"19/02/2018 11:00","","","LAN","21/02/2018 23:40:00","21/02/2018 23:40:01"
282761998,123647,4604,"22/02/2018 11:00","","","LAN","21/02/2018 23:40:00","21/02/2018 23:40:01"
282797645,124213,1607,"23/02/2018 16:30","","","AIS","22/02/2018 11:04:02","22/02/2018 11:04:02"
282737587,124730,5127,"21/02/2018 06:00","","","AIS","21/02/2018 00:05:00","21/02/2018 00:05:00"
282784798,124730,2766,"23/02/2018 16:00","","","AIS","22/02/2018 04:05:02","22/02/2018 04:05:02"
282771997,125456,3529,"22/02/2018 05:00","","","LAN","21/02/2018 23:49:02","21/02/2018 23:49:02"
282677717,125547,670,"20/02/2018 07:00","","","AIS","20/02/2018 01:04:03","20/02/2018 01:04:03"
282796540,125612,5025,"23/02/2018 10:00","","","AIS","22/02/2018 10:04:04","22/02/2018 10:04:04"
282754768,125721,3266,"21/02/2018 15:00","","","AIS","21/02/2018 15:08:00","21/02/2018 15:08:00"
282677679,126176,9892,"20/02/2018 18:00","","","AIS","20/02/2018 01:04:03","20/02/2018 01:04:03"
282797651,126176,5908,"22/02/2018 19:50","","","AIS","22/02/2018 11:04:02","22/02/2018 11:04:02"
282677727,126232,4926,"20/02/2018 09:00","","","AIS","20/02/2018 01:04:03","20/02/2018 01:04:03"
282756578,126332,5898,"22/02/2018 13:00","","","AIS","21/02/2018 18:05:00","21/02/2018 18:05:01"
282709634,127545,999,"20/02/2018 18:30","","","AIS","20/02/2018 15:12:04","20/02/2018 15:12:05"
282710898,130065,7523,"22/02/2018 11:00","","","AIS","20/02/2018 17:06:00","20/02/2018 17:06:09"
282671259,130453,1540,"17/02/2018 12:00","","","AIS","19/02/2018 20:05:02","19/02/2018 20:05:02"
282679915,130622,4574,"22/02/2018 08:00","","","AIS","20/02/2018 05:04:02","20/02/2018 05:04:03"
282671477,130722,1304,"21/02/2018 02:00","","","AIS","19/02/2018 20:05:02","19/02/2018 20:05:02"
282789996,131024,5639,"22/02/2018 07:00","","","LAN","22/02/2018 07:32:04","22/02/2018 07:32:06"
282787609,131024,4449,"22/02/2018 15:30","","","AIS","22/02/2018 07:05:03","22/02/2018 07:05:04"
282772110,131024,4449,"22/02/2018 16:00","","","LAN","21/02/2018 23:49:02","21/02/2018 23:49:02"
282789998,131024,5639,"23/02/2018 07:00","","","LAN","22/02/2018 07:32:04","22/02/2018 07:32:06"
282772108,131024,4449,"23/02/2018 16:00","","","LAN","21/02/2018 23:49:02","21/02/2018 23:49:02"
282790000,131024,5639,"24/02/2018 07:00","","","LAN","22/02/2018 07:32:04","22/02/2018 07:32:06"
282772106,131024,4449,"24/02/2018 22:00","","","LAN","21/02/2018 23:49:02","21/02/2018 23:49:02"
282790002,131024,5639,"25/02/2018 07:00","","","LAN","22/02/2018 07:32:04","22/02/2018 07:32:06"
282772105,131024,4449,"25/02/2018 16:00","","","LAN","21/02/2018 23:49:02","21/02/2018 23:49:02"
282772103,131024,4449,"26/02/2018 16:00","","","LAN","21/02/2018 23:49:02","21/02/2018 23:49:02"
282772101,131024,4449,"27/02/2018 16:00","","","LAN","21/02/2018 23:49:02","21/02/2018 23:49:02"
282772100,131024,4449,"28/02/2018 16:00","","","LAN","21/02/2018 23:49:02","21/02/2018 23:49:02"
282754173,131047,6366,"22/02/2018 02:00","","","AIS","21/02/2018 14:05:01","21/02/2018 14:05:01"
282676216,132742,4802,"20/02/2018 05:30","","","AIS","20/02/2018 00:04:00","20/02/2018 00:04:00"
282798882,133335,5242,"24/02/2018 04:00","","","AIS","22/02/2018 14:03:02","22/02/2018 14:03:03"
282800436,133405,9731,"22/02/2018 20:00","","","AIS","22/02/2018 15:04:01","22/02/2018 15:04:02"
282707013,134113,4604,"20/02/2018 14:00","","","AIS","20/02/2018 12:05:02","20/02/2018 12:05:02"
282757057,134113,4533,"22/02/2018 14:00","","","AIS","21/02/2018 19:04:04","21/02/2018 19:04:04"
282738934,134156,4791,"20/02/2018 22:15","","","AIS","21/02/2018 01:09:00","21/02/2018 01:09:04"
282751045,134156,4488,"21/02/2018 17:15","","","AIS","21/02/2018 11:06:04","21/02/2018 11:06:04"
282758241,134156,4565,"22/02/2018 16:30","","","AIS","21/02/2018 21:05:01","21/02/2018 21:05:03"
282711881,134400,4289,"21/02/2018 05:30","","","AIS","20/02/2018 18:05:02","20/02/2018 18:05:03"
282742710,134400,5142,"22/02/2018 05:30","","","AIS","21/02/2018 07:07:04","21/02/2018 07:07:05"
282678993,134431,3610,"21/02/2018 07:30","","","AIS","20/02/2018 03:04:00","20/02/2018 03:04:01"
282709891,134652,611,"22/02/2018 11:00","","","AIS","20/02/2018 15:12:04","20/02/2018 15:12:05"
282707929,134715,90,"20/02/2018 14:00","","","AIS","20/02/2018 13:03:00","20/02/2018 13:03:01"
282667820,135453,6424,"21/02/2018 16:00","","","AIS","19/02/2018 19:06:00","19/02/2018 19:06:00"
282771288,135464,1382,"21/02/2018 09:00","","","LAN","21/02/2018 23:49:02","21/02/2018 23:49:02"
282771289,135464,1382,"21/02/2018 17:30","","","LAN","21/02/2018 23:49:02","21/02/2018 23:49:02"
282772170,135464,4279,"22/02/2018 09:00","","","LAN","21/02/2018 23:49:02","21/02/2018 23:49:02"
282771293,135464,1382,"22/02/2018 09:00","","","LAN","21/02/2018 23:49:02","21/02/2018 23:49:02"
282771294,135464,1382,"22/02/2018 17:30","","","LAN","21/02/2018 23:49:02","21/02/2018 23:49:02"
282772171,135464,4279,"22/02/2018 17:30","","","LAN","21/02/2018 23:49:02","21/02/2018 23:49:02"
282772175,135464,4279,"23/02/2018 09:00","","","LAN","21/02/2018 23:49:02","21/02/2018 23:49:02"
282771298,135464,1382,"23/02/2018 09:00","","","LAN","21/02/2018 23:49:02","21/02/2018 23:49:02"
282772178,135464,4279,"23/02/2018 19:45","","","LAN","21/02/2018 23:49:02","21/02/2018 23:49:02"
282771301,135464,1382,"23/02/2018 19:45","","","LAN","21/02/2018 23:49:02","21/02/2018 23:49:02"
282772180,135464,4279,"24/02/2018 09:00","","","LAN","21/02/2018 23:49:02","21/02/2018 23:49:02"
282771303,135464,1382,"24/02/2018 09:00","","","LAN","21/02/2018 23:49:02","21/02/2018 23:49:02"
282772182,135464,4279,"24/02/2018 19:45","","","LAN","21/02/2018 23:49:02","21/02/2018 23:49:02"
282772153,135464,1382,"24/02/2018 19:45","","","LAN","21/02/2018 23:49:02","21/02/2018 23:49:02"
282772186,135464,4279,"25/02/2018 14:00","","","LAN","21/02/2018 23:49:02","21/02/2018 23:49:02"
282772188,135464,4279,"25/02/2018 19:45","","","LAN","21/02/2018 23:49:02","21/02/2018 23:49:02"
282771307,135464,4771,"26/02/2018 09:00","","","LAN","21/02/2018 23:49:02","21/02/2018 23:49:02"
282772192,135464,4279,"26/02/2018 09:00","","","LAN","21/02/2018 23:49:02","21/02/2018 23:49:02"
282772193,135464,4279,"26/02/2018 17:30","","","LAN","21/02/2018 23:49:02","21/02/2018 23:49:02"
282771308,135464,4771,"26/02/2018 17:30","","","LAN","21/02/2018 23:49:02","21/02/2018 23:49:02"
282758132,136107,1070,"22/02/2018 08:00","","","AIS","21/02/2018 21:05:01","21/02/2018 21:05:03"
282787773,136174,3362,"22/02/2018 14:00","","","AIS","22/02/2018 07:06:03","22/02/2018 07:06:03"
282764292,136506,2201,"26/02/2018 05:00","","","LAN","21/02/2018 23:43:01","21/02/2018 23:43:06"
282764285,136506,2201,"28/02/2018 05:00","","","LAN","21/02/2018 23:43:01","21/02/2018 23:43:06"
282759613,137202,3126,"22/02/2018 07:00","","","AIS","21/02/2018 23:05:03","21/02/2018 23:05:03"
282793678,137202,2309,"23/02/2018 07:00","","","AIS","22/02/2018 08:09:02","22/02/2018 08:09:03"
282714342,137222,9825,"21/02/2018 06:30","","","AIS","20/02/2018 21:05:02","20/02/2018 21:05:03"
282759078,137222,2249,"23/02/2018 03:30","","","AIS","21/02/2018 22:06:00","21/02/2018 22:06:00"
282764288,137250,2201,"27/02/2018 05:00","","","LAN","21/02/2018 23:43:01","21/02/2018 23:43:06"
282671593,137251,4258,"20/02/2018 13:00","","","AIS","19/02/2018 21:04:00","19/02/2018 21:04:01"
282685289,137302,4832,"19/02/2018 09:30","","","LAN","20/02/2018 09:56:03","20/02/2018 09:56:03"
282665333,137317,5548,"19/02/2018 16:00","","","AIS","19/02/2018 15:04:01","19/02/2018 15:04:01"
282798257,137317,4721,"22/02/2018 11:30","","","AIS","22/02/2018 12:03:00","22/02/2018 12:03:01"
282760499,137623,5760,"22/02/2018 12:00","","","LAN","21/02/2018 23:38:00","21/02/2018 23:38:01"
282768621,137623,1382,"23/02/2018 12:00","","","LAN","21/02/2018 23:47:02","21/02/2018 23:47:02"
282773860,137623,4279,"23/02/2018 12:00","","","LAN","21/02/2018 23:50:02","21/02/2018 23:50:03"
282771313,137623,4771,"23/02/2018 12:00","","","LAN","21/02/2018 23:49:02","21/02/2018 23:49:02"
282773863,137623,4279,"25/02/2018 12:00","","","LAN","21/02/2018 23:50:02","21/02/2018 23:50:03"
282771316,137623,4771,"25/02/2018 12:00","","","LAN","21/02/2018 23:49:02","21/02/2018 23:49:02"
282768624,137623,1382,"25/02/2018 12:00","","","LAN","21/02/2018 23:47:02","21/02/2018 23:47:02"
282754216,137671,5778,"22/02/2018 07:30","","","AIS","21/02/2018 14:05:01","21/02/2018 14:05:01"
282667494,140221,4942,"23/02/2018 23:00","","","AIS","19/02/2018 18:06:01","19/02/2018 18:06:02"
282799701,140221,4942,"24/02/2018 06:00","","","LAN","22/02/2018 14:21:01","22/02/2018 14:21:02"
282678223,141241,3360,"22/02/2018 09:30","","","AIS","20/02/2018 02:07:03","20/02/2018 02:07:03"
282781099,141304,1080,"23/02/2018 05:01","","","LAN","21/02/2018 23:55:03","21/02/2018 23:55:03"
282693088,141326,5591,"20/02/2018 11:00","","","LAN","20/02/2018 10:01:04","20/02/2018 10:01:04"
282781118,141326,3458,"25/02/2018 08:30","","","LAN","21/02/2018 23:55:03","21/02/2018 23:55:04"
282780893,141326,3458,"27/02/2018 08:30","","","LAN","21/02/2018 23:55:03","21/02/2018 23:55:03"
282797517,142124,4117,"22/02/2018 11:30","","","AIS","22/02/2018 11:04:02","22/02/2018 11:04:02"
282712520,142226,3471,"20/02/2018 20:30","","","AIS","20/02/2018 19:07:01","20/02/2018 19:07:01"
282756751,142226,2366,"21/02/2018 20:30","","","AIS","21/02/2018 18:05:00","21/02/2018 18:05:02"
282786346,142362,965,"23/02/2018 11:30","","","AIS","22/02/2018 06:07:04","22/02/2018 06:07:05"
282742342,142424,9836,"21/02/2018 12:30","","","AIS","21/02/2018 06:10:01","21/02/2018 06:10:02"
282707942,143260,5363,"21/02/2018 17:00","","","AIS","20/02/2018 13:03:00","20/02/2018 13:03:01"
282770306,143260,5363,"21/02/2018 18:20","","","LAN","21/02/2018 23:48:02","21/02/2018 23:48:02"
282682785,143410,2916,"23/02/2018 20:00","","","AIS","20/02/2018 07:05:01","20/02/2018 07:05:04"
282708442,143632,4700,"20/02/2018 20:00","","","LAN","20/02/2018 13:22:04","20/02/2018 13:22:05"
282799044,144011,5840,"23/02/2018 17:30","","","AIS","22/02/2018 14:03:02","22/02/2018 14:03:03"
282712266,144737,4992,"21/02/2018 08:30","","","AIS","20/02/2018 19:07:01","20/02/2018 19:07:01"
282796250,144737,3592,"22/02/2018 09:45","","","AIS","22/02/2018 10:04:04","22/02/2018 10:04:04"
282756973,144746,2101,"21/02/2018 18:30","","","AIS","21/02/2018 19:04:04","21/02/2018 19:04:04"
282759566,144746,4872,"22/02/2018 06:00","","","AIS","21/02/2018 23:05:03","21/02/2018 23:05:03"
282748849,145603,2508,"23/02/2018 15:00","","","AIS","21/02/2018 08:08:04","21/02/2018 08:08:04"
282742790,146701,322,"21/02/2018 10:00","","","AIS","21/02/2018 07:08:04","21/02/2018 07:08:05"
282738971,147230,7928,"21/02/2018 17:00","","","AIS","21/02/2018 01:09:00","21/02/2018 01:09:04"
282781163,147230,4065,"22/02/2018 23:00","","","AIS","22/02/2018 00:06:01","22/02/2018 00:06:01"
282678614,147507,5777,"20/02/2018 04:50","","","AIS","20/02/2018 03:04:00","20/02/2018 03:04:01"
282716197,147567,1427,"20/02/2018 07:00","","","AIS","20/02/2018 23:05:00","20/02/2018 23:05:01"
282720733,147567,2201,"22/02/2018 06:30","","","LAN","20/02/2018 23:44:04","20/02/2018 23:44:04"
282752431,150041,4289,"21/02/2018 16:15","","","AIS","21/02/2018 13:10:03","21/02/2018 13:10:04"
282757587,150041,2877,"22/02/2018 16:30","","","AIS","21/02/2018 20:04:02","21/02/2018 20:04:02"
282761794,150041,5521,"23/02/2018 10:07","","18/0146","LAN","21/02/2018 23:40:00","21/02/2018 23:40:00"
282764214,150041,5288,"26/02/2018 02:43","","18/0147","LAN","21/02/2018 23:43:01","21/02/2018 23:43:05"
282761800,150041,5521,"28/02/2018 07:19","","18/0147","LAN","21/02/2018 23:40:00","21/02/2018 23:40:00"
282783236,150253,4006,"23/02/2018 22:00","","","AIS","22/02/2018 02:15:01","22/02/2018 02:15:02"
282798085,150305,1197,"23/02/2018 12:00","","","AIS","22/02/2018 12:03:00","22/02/2018 12:03:01"
282740278,151176,5393,"21/02/2018 16:00","","","AIS","21/02/2018 04:12:04","21/02/2018 04:12:04"
282758052,151374,70,"23/02/2018 15:00","","","AIS","21/02/2018 21:05:01","21/02/2018 21:05:02"
282765054,151673,5135,"22/02/2018 08:30","","","LAN","21/02/2018 23:44:01","21/02/2018 23:44:02"
282667523,151706,4258,"22/02/2018 13:00","","","AIS","19/02/2018 18:06:01","19/02/2018 18:06:02"
282795273,151745,5224,"27/02/2018 11:00","","","LAN","22/02/2018 09:41:04","22/02/2018 09:41:04"
282708441,152041,5605,"19/02/2018 20:00","","","LAN","20/02/2018 13:22:04","20/02/2018 13:22:05"
282797348,152041,7980,"22/02/2018 06:30","","","AIS","22/02/2018 11:04:02","22/02/2018 11:04:02"
282715551,152521,8909,"22/02/2018 15:00","","","AIS","20/02/2018 22:05:00","20/02/2018 22:05:01"
282797881,152743,6214,"24/02/2018 19:00","","","AIS","22/02/2018 12:03:00","22/02/2018 12:03:00"
282756750,153040,722,"10/03/2018 08:00","","","AIS","21/02/2018 18:05:00","21/02/2018 18:05:01"
282714309,153343,3378,"25/02/2018 12:00","","","AIS","20/02/2018 21:05:02","20/02/2018 21:05:03"
282710608,153343,2688,"26/02/2018 08:00","","","AIS","20/02/2018 17:06:00","20/02/2018 17:06:01"
282799197,153377,7654,"25/02/2018 00:00","","","LAN","22/02/2018 14:21:01","22/02/2018 14:21:01"
282800829,153576,5522,"22/02/2018 21:00","","","AIS","22/02/2018 15:04:01","22/02/2018 15:04:02"
282683136,154552,8322,"20/02/2018 17:00","","","AIS","20/02/2018 07:05:01","20/02/2018 07:05:09"
282787691,154552,3233,"22/02/2018 11:00","","","AIS","22/02/2018 07:05:03","22/02/2018 07:05:05"
282712262,154617,5748,"21/02/2018 02:00","","","AIS","20/02/2018 19:07:01","20/02/2018 19:07:01"
282767645,155014,4247,"23/02/2018 22:00","","","LAN","21/02/2018 23:46:01","21/02/2018 23:46:02"
282676604,155234,1560,"21/02/2018 12:00","","","AIS","20/02/2018 00:04:00","20/02/2018 00:04:01"
282749713,155234,677,"22/02/2018 21:00","","","AIS","21/02/2018 09:09:02","21/02/2018 09:09:03"
282714163,155305,7801,"22/02/2018 00:30","","","AIS","20/02/2018 21:05:02","20/02/2018 21:05:03"
282760225,155305,4761,"28/02/2018 11:00","","","LAN","21/02/2018 23:38:00","21/02/2018 23:38:00"
282760331,155305,1231,"15/10/2018 11:00","","","LAN","21/02/2018 23:38:00","21/02/2018 23:38:00"
282665332,156115,1823,"19/02/2018 23:00","","","AIS","19/02/2018 15:04:01","19/02/2018 15:04:01"
282797687,156115,835,"22/02/2018 13:00","","","AIS","22/02/2018 11:04:02","22/02/2018 11:04:02"
282798794,156762,5171,"24/02/2018 20:00","","","AIS","22/02/2018 14:03:02","22/02/2018 14:03:02"
282795424,156762,5512,"10/03/2018 08:00","","","LAN","22/02/2018 09:41:04","22/02/2018 09:41:04"
282755727,157651,1600,"24/02/2018 04:00","","","AIS","21/02/2018 17:04:02","21/02/2018 17:04:03"
282769410,157651,1600,"24/02/2018 16:30","","","LAN","21/02/2018 23:47:02","21/02/2018 23:47:02"
282782051,157651,1600,"24/02/2018 17:30","","","LAN","22/02/2018 01:03:04","22/02/2018 01:03:09"
282666458,160210,2140,"23/02/2018 06:00","","","AIS","19/02/2018 17:04:03","19/02/2018 17:04:03"
